[    3058ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:5173/node_modules/.vite/deps/react-dom_client.js?v=c241846f:20102
[   96421ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96421ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96422ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96422ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96422ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96422ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96422ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96422ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96423ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96423ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96424ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96424ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96424ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96424ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99078ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99078ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99078ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99078ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99078ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99078ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99087ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99087ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99088ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99088ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99088ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99088ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99104ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99104ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99104ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99104ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99104ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99105ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99120ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99120ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99120ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   99120ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
